District,Variety,Month,Year,Modal_Price_(Rs./Quintal)
Jalana,Other,Nov,2017,4300
Jalgaon,Other,Jan,2017,5375
Jalgaon,Other,Jan,2017,5325
Jalgaon,Other,Jan,2017,5250
Jalgaon,Other,Jan,2017,5375
Jalgaon,Other,Jan,2017,5375
Amarawati,Other,Jan,2017,5300
Amarawati,Other,Jan,2017,5350
Amarawati,Other,Jan,2017,5300
Buldhana,Other,Jan,2017,5000
Buldhana,Other,Jan,2017,4900
Buldhana,Other,Jan,2017,4950
Buldhana,Other,Jan,2017,4900
Buldhana,Other,Jan,2017,4950
Buldhana,Other,Jan,2017,4950
Buldhana,Other,Jan,2017,4950
Buldhana,Other,Jan,2017,4950
Buldhana,Other,Jan,2017,4900
Buldhana,Other,Jan,2017,5000
Buldhana,Other,Jan,2017,4825
Buldhana,Other,Jan,2017,4850
Buldhana,Other,Jan,2017,4850
Buldhana,Other,Jan,2017,4800
Chandrapur,Other,Oct,2017,4200
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,Other,Jan,2018,4900
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5510
Chandrapur,Other,Oct,2017,4200
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,Other,Jan,2018,4800
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5620
Chandrapur,Other,Dec,2017,5100
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5200
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,Other,Jan,2018,4600
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5600
Chandrapur,Other,Dec,2017,5100
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5150
Chandrapur,Other,Oct,2017,4200
Chandrapur,Other,Nov,2017,4500
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5602
Chandrapur,Other,Feb,2018,4750
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5600
Chandrapur,Other,Dec,2017,5150
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5501
Chandrapur,Other,Oct,2017,4160
Chandrapur,Other,Nov,2017,4500
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,Other,Jan,2018,4500
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5600
Chandrapur,Other,Feb,2018,4500
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5620
Chandrapur,Other,Dec,2017,5100
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5501
Chandrapur,Other,Oct,2017,4200
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5551
Chandrapur,Other,Feb,2018,4790
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5551
Chandrapur,Other,Dec,2017,5150
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5501
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5551
Chandrapur,Other,Jan,2018,5050
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5600
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5502
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5400
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,Other,Jan,2018,5080
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5612
Chandrapur,Other,Feb,2018,4450
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5450
Chandrapur,Other,Nov,2017,4500
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,Other,Jan,2018,5080
Chandrapur,Other,Feb,2018,4850
Chandrapur,Other,Dec,2017,5151
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5450
Chandrapur,Other,Nov,2017,4500
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5500
Chandrapur,Other,Jan,2018,5051
Chandrapur,Other,Feb,2018,4900
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5420
Chandrapur,Other,Dec,2017,5100
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5520
Chandrapur,Other,Nov,2017,4450
Chandrapur,Other,Feb,2018,4930
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5420
Chandrapur,Other,Dec,2017,5151
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5325
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5501
Chandrapur,Other,Jan,2018,5150
Chandrapur,Other,Feb,2018,4895
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5401
Chandrapur,Other,Dec,2017,5050
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5325
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5551
Chandrapur,Other,Jan,2018,5150
Chandrapur,Other,Dec,2017,5050
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5501
Chandrapur,H-4(A) 27mm FIne,Oct,2017,4200
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5550
Chandrapur,Other,Jan,2018,5100
Chandrapur,Other,Dec,2017,5100
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5560
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5501
Chandrapur,Other,Jan,2018,5100
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,4920
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5510
Chandrapur,Other,Jan,2018,5050
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,4920
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5530
Chandrapur,Other,Dec,2017,5100
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5500
Chandrapur,Other,Nov,2017,4500
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5520
Chandrapur,Other,Jan,2018,5050
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5400
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5530
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5551
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,May,2017,5120
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5520
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5400
Chandrapur,Other,Feb,2018,5001
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5530
Chandrapur,Other,Dec,2017,4500
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5570
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,May,2017,5120
Chandrapur,Other,Jan,2018,5100
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5400
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5600
Chandrapur,Other,Dec,2017,4700
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5570
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5530
Chandrapur,Other,Jan,2018,5200
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5420
Chandrapur,Other,Feb,2018,4975
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5551
Chandrapur,Other,Dec,2017,4500
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5570
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,May,2017,5230
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5530
Chandrapur,Other,Jan,2018,5075
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5330
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5551
Chandrapur,Other,Dec,2017,4450
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5600
Chandrapur,Other,Nov,2017,4450
Chandrapur,H-4(A) 27mm FIne,May,2017,5220
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5551
Chandrapur,Other,Jan,2018,5011
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,5021
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5600
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5600
Chandrapur,Other,Nov,2017,4350
Chandrapur,H-4(A) 27mm FIne,May,2017,5160
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5550
Chandrapur,Other,Jan,2018,5025
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,5000
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5550
Chandrapur,Other,Dec,2017,4500
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5650
Chandrapur,Other,Nov,2017,4500
Chandrapur,H-4(A) 27mm FIne,May,2017,5180
Chandrapur,Other,Mar,2018,4850
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5550
Chandrapur,Other,Jan,2018,5125
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,4930
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5550
Chandrapur,Other,Dec,2017,4450
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5650
Chandrapur,Other,Nov,2017,4400
Chandrapur,H-4(A) 27mm FIne,May,2017,5220
Chandrapur,Other,Mar,2018,4850
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5600
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,4871
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5500
Chandrapur,Other,Dec,2017,4450
Chandrapur,Other,Nov,2017,4300
Chandrapur,H-4(A) 27mm FIne,May,2017,5250
Chandrapur,Other,Mar,2018,4850
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5551
Chandrapur,Other,Jan,2018,5050
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,4950
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5551
Chandrapur,Other,Dec,2017,4550
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5650
Chandrapur,Other,Mar,2018,4831
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5550
Chandrapur,Other,Jan,2018,5125
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5300
Chandrapur,Other,Feb,2018,5000
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5570
Chandrapur,Other,Dec,2017,4800
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5650
Chandrapur,Other,Nov,2017,4250
Chandrapur,H-4(A) 27mm FIne,May,2017,5225
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5550
Chandrapur,Other,Jan,2018,5050
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5120
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5551
Chandrapur,Other,Dec,2017,4520
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5600
Chandrapur,Other,Nov,2017,4250
Chandrapur,Other,Mar,2018,4790
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5500
Chandrapur,Other,Jan,2018,5051
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5230
Chandrapur,Other,Feb,2018,5000
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5600
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5551
Chandrapur,Other,Nov,2017,4300
Chandrapur,H-4(A) 27mm FIne,May,2017,5290
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5500
Chandrapur,Other,Jan,2018,5051
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5210
Chandrapur,Other,Feb,2018,5000
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5600
Chandrapur,Other,Dec,2017,4450
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5551
Chandrapur,Other,Nov,2017,4275
Chandrapur,H-4(A) 27mm FIne,Mar,2017,5500
Chandrapur,Other,Jan,2018,5050
Chandrapur,H-4(A) 27mm FIne,Jan,2017,5210
Chandrapur,Other,Feb,2018,5000
Chandrapur,H-4(A) 27mm FIne,Feb,2017,5602
Chandrapur,H-4(A) 27mm FIne,Apr,2017,5600
Yavatmal,Other,Feb,2017,5500
Yavatmal,Other,Feb,2017,5500
Yavatmal,Other,Feb,2017,5500
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5000
Buldhana,Desi,Jan,2017,5400
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Sep,2017,4500
Buldhana,Desi,Nov,2017,4475
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,4900
Buldhana,Desi,Jan,2017,5200
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Nov,2017,4475
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5000
Buldhana,Desi,Jan,2017,5500
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Nov,2017,4475
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5600
Buldhana,Desi,Feb,2018,4600
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,5300
Buldhana,Desi,Nov,2017,4300
Buldhana,Desi,Mar,2017,5600
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5700
Buldhana,Desi,Feb,2018,4800
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Nov,2017,4475
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5000
Buldhana,Desi,Feb,2018,4800
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Nov,2017,4475
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5450
Buldhana,Desi,Feb,2018,4900
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Nov,2017,4475
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5700
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Nov,2017,4550
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5500
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Apr,2017,5000
Buldhana,Desi,Nov,2017,4575
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5500
Buldhana,Desi,Dec,2017,5200
Buldhana,Desi,Apr,2017,5000
Buldhana,Desi,Nov,2017,4540
Buldhana,Desi,Mar,2017,5000
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Feb,2018,4700
Buldhana,Desi,Feb,2017,5500
Buldhana,Desi,Dec,2017,5000
Buldhana,Desi,Apr,2017,5000
Buldhana,Desi,Nov,2017,4550
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Feb,2018,4900
Buldhana,Desi,Dec,2017,4800
Buldhana,Desi,Apr,2017,5000
Buldhana,Desi,Nov,2017,4300
Buldhana,Desi,Mar,2017,5600
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5650
Buldhana,Desi,Feb,2018,4900
Buldhana,Desi,Dec,2017,5000
Buldhana,Desi,Apr,2017,5000
Buldhana,Desi,Nov,2017,4300
Buldhana,Desi,Mar,2017,5600
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5500
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Dec,2017,4675
Buldhana,Desi,Apr,2017,5100
Buldhana,Desi,Nov,2017,4400
Buldhana,Desi,Mar,2017,5600
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5425
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4775
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Nov,2017,4400
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5350
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Dec,2017,4775
Buldhana,Desi,Apr,2017,5300
Buldhana,Desi,Nov,2017,4560
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5400
Buldhana,Desi,Feb,2018,4800
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Apr,2017,5300
Buldhana,Desi,Nov,2017,4550
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5500
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4700
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5500
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4700
Buldhana,Desi,Apr,2017,5300
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5500
Buldhana,Desi,Feb,2018,5100
Buldhana,Desi,Dec,2017,4500
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5475
Buldhana,Desi,Feb,2018,5100
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4650
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2018,5000
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5450
Buldhana,Desi,Feb,2018,5100
Buldhana,Desi,Feb,2017,5500
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2018,5000
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5450
Buldhana,Desi,Feb,2018,5100
Buldhana,Desi,Feb,2017,5500
Buldhana,Desi,Dec,2017,4650
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2018,5000
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5150
Buldhana,Desi,Jan,2017,5350
Buldhana,Desi,Feb,2018,5100
Buldhana,Desi,Feb,2017,5400
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2018,5000
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5150
Buldhana,Desi,Jan,2017,5400
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5400
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5500
Buldhana,Desi,Mar,2018,5000
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5200
Buldhana,Desi,Jan,2017,5450
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5500
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2018,4800
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5450
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5000
Buldhana,Desi,Mar,2018,4700
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5300
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5400
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5200
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4600
Buldhana,Desi,Apr,2017,5500
Buldhana,Desi,Oct,2017,4300
Buldhana,Desi,Mar,2017,5400
Buldhana,Desi,Jan,2018,5100
Buldhana,Desi,Jan,2017,5175
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4475
Buldhana,Desi,Apr,2017,5500
Buldhana,Desi,Mar,2018,4700
Buldhana,Desi,Mar,2017,5500
Buldhana,Desi,Jan,2017,5100
Buldhana,Desi,Feb,2018,5000
Buldhana,Desi,Feb,2017,5600
Buldhana,Desi,Dec,2017,4475
Buldhana,Desi,Apr,2017,5500
Amarawati,LRA,Jan,2017,5550
Amarawati,LRA,Dec,2017,5150
Amarawati,LRA,Dec,2017,5100
Amarawati,LRA,Apr,2017,4950
Amarawati,LRA,Jan,2017,5600
Amarawati,LRA,Feb,2018,4550
Amarawati,LRA,Feb,2017,5650
Amarawati,LRA,Dec,2017,5100
Amarawati,LRA,Mar,2017,5500
Amarawati,LRA,Jan,2017,5600
Amarawati,LRA,Feb,2018,4550
Amarawati,LRA,Feb,2017,5650
Amarawati,LRA,Dec,2017,5100
Amarawati,LRA,Feb,2018,4550
Amarawati,LRA,Dec,2017,5150
Amarawati,LRA,Apr,2017,5150
Amarawati,LRA,Mar,2017,5450
Amarawati,LRA,Jan,2018,4950
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Apr,2017,5000
Amarawati,LRA,Mar,2017,5450
Amarawati,LRA,Feb,2018,4650
Amarawati,LRA,Mar,2017,5500
Amarawati,LRA,Feb,2018,4700
Amarawati,LRA,Feb,2017,5700
Amarawati,LRA,Dec,2017,5150
Amarawati,LRA,Mar,2017,5400
Amarawati,LRA,Jan,2018,5000
Amarawati,LRA,Feb,2018,4500
Amarawati,LRA,Feb,2017,5550
Amarawati,LRA,Apr,2017,5500
Amarawati,LRA,Mar,2017,5550
Amarawati,LRA,Feb,2018,4700
Amarawati,LRA,Dec,2017,4950
Amarawati,LRA,Apr,2017,5500
Amarawati,LRA,Mar,2017,5600
Amarawati,LRA,Feb,2018,4700
Amarawati,LRA,Dec,2017,4950
Amarawati,LRA,Apr,2017,5400
Amarawati,LRA,Jan,2018,5000
Amarawati,LRA,Jan,2017,5600
Amarawati,LRA,Dec,2017,4950
Amarawati,LRA,Apr,2017,5450
Amarawati,LRA,Mar,2017,5450
Amarawati,LRA,Jan,2018,5150
Amarawati,LRA,Jan,2017,5000
Amarawati,LRA,Dec,2017,4950
Amarawati,LRA,Apr,2017,5350
Amarawati,LRA,Mar,2017,5550
Amarawati,LRA,Jan,2017,5430
Amarawati,LRA,Feb,2018,4700
Amarawati,LRA,Feb,2017,5550
Amarawati,LRA,Apr,2017,5200
Amarawati,LRA,Mar,2017,5500
Amarawati,LRA,Jan,2017,5400
Amarawati,LRA,Feb,2018,4450
Amarawati,LRA,Feb,2017,5650
Amarawati,LRA,Dec,2017,5150
Amarawati,LRA,Mar,2017,5550
Amarawati,LRA,Feb,2018,5100
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Apr,2017,5500
Amarawati,LRA,Mar,2017,5450
Amarawati,LRA,Jan,2017,5540
Amarawati,LRA,Feb,2018,4980
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Dec,2017,5050
Amarawati,LRA,Jan,2017,5580
Amarawati,LRA,Feb,2017,5700
Amarawati,LRA,Dec,2017,4875
Amarawati,LRA,Apr,2017,5600
Amarawati,LRA,Jan,2018,5150
Amarawati,LRA,Jan,2017,5600
Amarawati,LRA,Apr,2017,5400
Amarawati,LRA,Mar,2017,5450
Amarawati,LRA,Jan,2018,5000
Amarawati,LRA,Jan,2017,5500
Amarawati,LRA,Feb,2017,5700
Amarawati,LRA,Dec,2017,4750
Amarawati,LRA,Mar,2017,5400
Amarawati,LRA,Jan,2018,4950
Amarawati,LRA,Jan,2017,5480
Amarawati,LRA,Feb,2018,4900
Amarawati,LRA,Feb,2017,5650
Amarawati,LRA,Apr,2017,5250
Amarawati,LRA,Mar,2017,5650
Amarawati,LRA,Jan,2018,4950
Amarawati,LRA,Jan,2017,5450
Amarawati,LRA,Feb,2018,4650
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Dec,2017,4700
Amarawati,LRA,Mar,2018,4750
Amarawati,LRA,Mar,2017,5700
Amarawati,LRA,Jan,2018,4900
Amarawati,LRA,Feb,2018,4500
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Dec,2017,4680
Amarawati,LRA,Apr,2017,5300
Amarawati,LRA,Mar,2017,5600
Amarawati,LRA,Jan,2017,5460
Amarawati,LRA,Feb,2018,4750
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Dec,2017,4600
Amarawati,LRA,Apr,2017,5850
Amarawati,LRA,Mar,2018,4650
Amarawati,LRA,Mar,2017,5600
Amarawati,LRA,Jan,2018,5100
Amarawati,LRA,Feb,2018,4750
Amarawati,LRA,Feb,2017,5650
Amarawati,LRA,Dec,2017,4600
Amarawati,LRA,Apr,2017,5450
Amarawati,LRA,Mar,2018,4750
Amarawati,LRA,Jan,2018,4900
Amarawati,LRA,Feb,2018,4950
Amarawati,LRA,Dec,2017,4600
Amarawati,LRA,Apr,2017,5700
Amarawati,LRA,Mar,2017,5600
Amarawati,LRA,Feb,2017,5600
Amarawati,LRA,Dec,2017,4680
Amarawati,LRA,Mar,2017,5650
Amarawati,LRA,Jan,2018,4950
Amarawati,LRA,Feb,2018,4950
Amarawati,LRA,Feb,2017,5650
Amarawati,LRA,May,2017,4500
Amarawati,LRA,Jan,2018,4900
Amarawati,LRA,Feb,2018,4950
Amarawati,LRA,Feb,2018,4850
Amarawati,LRA,Feb,2017,5550
Amarawati,LRA,Dec,2017,4600
Amarawati,Other,Oct,2017,3750
Amarawati,Other,Mar,2017,3750
Amarawati,Other,Oct,2017,3750
Amarawati,Other,Jan,2017,5250
Amarawati,Other,Dec,2017,4550
Amarawati,Other,Nov,2017,3850
Amarawati,Other,Mar,2017,5250
Amarawati,Other,Nov,2017,3850
Amarawati,Other,Jan,2017,5250
Amarawati,Other,Feb,2018,4350
Amarawati,Other,Feb,2017,5150
Amarawati,Other,Nov,2017,3850
Amarawati,Other,May,2017,5150
Amarawati,Other,Jan,2018,4450
Amarawati,Other,Jan,2017,5150
Amarawati,Other,Feb,2017,5250
Amarawati,Other,Nov,2017,3850
Amarawati,Other,Jan,2018,4450
Amarawati,Other,Feb,2017,5250
Amarawati,Other,Dec,2017,4450
Amarawati,Other,Nov,2017,3850
Amarawati,Other,Jan,2018,4350
Amarawati,Other,Jan,2017,5150
Amarawati,Other,Feb,2017,5150
Amarawati,Other,Dec,2017,4450
Amarawati,Other,Oct,2017,3750
Amarawati,Other,Nov,2017,3750
Amarawati,Other,May,2017,5250
Amarawati,Other,Jan,2018,4450
Amarawati,Other,Jan,2017,5250
Amarawati,Other,May,2017,4850
Amarawati,Other,Jan,2018,4350
Amarawati,Other,Jan,2017,5150
Amarawati,Other,Feb,2018,4450
Amarawati,Other,Dec,2017,4350
Amarawati,Other,Oct,2017,3750
Amarawati,Other,Mar,2017,5150
Amarawati,Other,Jan,2018,4450
Amarawati,Other,Jan,2017,5150
Amarawati,Other,Feb,2017,5250
Amarawati,Other,Dec,2017,4350
Amarawati,Other,Oct,2017,3650
Amarawati,Other,Mar,2017,5250
Amarawati,Other,Jan,2017,5150
Amarawati,Other,Feb,2017,5250
Amarawati,Other,Dec,2017,4350
Amarawati,Other,Mar,2017,5250
Amarawati,Other,Jan,2018,4350
Amarawati,Other,Jan,2017,5250
Amarawati,Other,Dec,2017,4350
Amarawati,Other,Apr,2017,4850
Amarawati,Other,Nov,2017,3750
